/home/alejandro/ISTEA/EXAMEN2/Logs/dism.log:2023-11-08 18:44:30, ERROR               DISM   DISM Provider Store: PID=1348 TID=4328 Failed to load the provider: C:\WINDOWS\system32\Dism\SiloedPackageProvider.dll. - CDISMProviderStore::Internal_GetProvider(hr:0x8007007e)
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Printing-PrintToPDFServices-Package~31bf3856ad364e35~amd64~~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: microsoft-windows-printing-wfs-fod-package-Wrapper~31bf3856ad364e35~amd64~es-ES~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Printing-WFS-FoD-Package-Wrapper~31bf3856ad364e35~amd64~~10.0.19041.4648 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Printing-WFS-FoD-Package~31bf3856ad364e35~amd64~es-ES~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Printing-WFS-FoD-Package~31bf3856ad364e35~amd64~~10.0.19041.4648 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Printing-WFS-FoD-Package~31bf3856ad364e35~wow64~~10.0.19041.4648 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Printing-XpsDocumentWriter-Opt-Package~31bf3856ad364e35~amd64~en-US~10.0.19041.1 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Printing-XpsDocumentWriter-Opt-Package~31bf3856ad364e35~amd64~es-ES~10.0.19041.1 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Printing-XpsDocumentWriter-Opt-Package~31bf3856ad364e35~amd64~~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Printing-XPSServices-Package~31bf3856ad364e35~amd64~en-US~10.0.19041.1 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Printing-XPSServices-Package~31bf3856ad364e35~amd64~es-ES~10.0.19041.1 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Printing-XPSServices-Package~31bf3856ad364e35~amd64~~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Product-Data-21h1-EKB-Package~31bf3856ad364e35~amd64~en-US~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Product-Data-21h1-EKB-Package~31bf3856ad364e35~amd64~es-ES~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Product-Data-21h1-EKB-Package~31bf3856ad364e35~amd64~~10.0.19041.4780 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Product-Data-21h1-EKB-Package~31bf3856ad364e35~amd64~~10.0.19041.4894 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Product-Data-21h1-EKB-Package~31bf3856ad364e35~amd64~~10.0.19041.5011 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Product-Data-21h1-EKB-Wrapper-Package~31bf3856ad364e35~amd64~en-US~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Product-Data-21h1-EKB-Wrapper-Package~31bf3856ad364e35~amd64~es-ES~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Product-Data-21h1-EKB-Wrapper-Package~31bf3856ad364e35~amd64~~10.0.19041.5011 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Product-Data-21h2-EKB-Package~31bf3856ad364e35~amd64~en-US~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Product-Data-21h2-EKB-Package~31bf3856ad364e35~amd64~es-ES~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Product-Data-21h2-EKB-Package~31bf3856ad364e35~amd64~~10.0.19041.4780 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Product-Data-21h2-EKB-Package~31bf3856ad364e35~amd64~~10.0.19041.4894 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Product-Data-21h2-EKB-Package~31bf3856ad364e35~amd64~~10.0.19041.5011 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Product-Data-21h2-EKB-Wrapper-Package~31bf3856ad364e35~amd64~en-US~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Product-Data-21h2-EKB-Wrapper-Package~31bf3856ad364e35~amd64~es-ES~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Product-Data-21h2-EKB-Wrapper-Package~31bf3856ad364e35~amd64~~10.0.19041.5011 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Product-Data-22h2-EKB-Package~31bf3856ad364e35~amd64~en-US~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Product-Data-22h2-EKB-Package~31bf3856ad364e35~amd64~es-ES~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Product-Data-22h2-EKB-Package~31bf3856ad364e35~amd64~~10.0.19041.5011 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Product-Data-22h2-EKB-Wrapper-Package~31bf3856ad364e35~amd64~en-US~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Product-Data-22h2-EKB-Wrapper-Package~31bf3856ad364e35~amd64~es-ES~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Product-Data-22h2-EKB-Wrapper-Package~31bf3856ad364e35~amd64~~10.0.19041.5011 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Product-Data-EKB-Package~31bf3856ad364e35~amd64~en-US~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Product-Data-EKB-Package~31bf3856ad364e35~amd64~es-ES~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Product-Data-EKB-Package~31bf3856ad364e35~amd64~~10.0.19041.5011 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Product-Data-EKB-Wrapper-Package~31bf3856ad364e35~amd64~en-US~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Product-Data-EKB-Wrapper-Package~31bf3856ad364e35~amd64~es-ES~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Product-Data-EKB-Wrapper-Package~31bf3856ad364e35~amd64~~10.0.19041.5011 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Professional-SPP-Components-Package~31bf3856ad364e35~amd64~~10.0.19041.4957 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: microsoft-windows-professionaledition-Wrapper~31bf3856ad364e35~amd64~~10.0.19041.5011 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-ProfessionalEdition~31bf3856ad364e35~amd64~~10.0.19041.4780 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-ProfessionalEdition~31bf3856ad364e35~amd64~~10.0.19041.4894 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-ProfessionalEdition~31bf3856ad364e35~amd64~~10.0.19041.5011 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-ProjFS-OptionalFeature-Package~31bf3856ad364e35~amd64~~10.0.19041.4957 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-ProjFS-Package~31bf3856ad364e35~amd64~~10.0.19041.4474 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-ProjFS-Package~31bf3856ad364e35~amd64~~10.0.19041.4957 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-QuickAssist-Package-Wrapper~31bf3856ad364e35~amd64~~10.0.19041.4957 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-QuickAssist-Package~31bf3856ad364e35~amd64~~10.0.19041.4957 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-QuickAssist-Package~31bf3856ad364e35~wow64~~10.0.19041.4957 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-RDC-Opt-Package~31bf3856ad364e35~amd64~en-US~10.0.19041.1 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-RDC-Opt-Package~31bf3856ad364e35~amd64~es-ES~10.0.19041.1 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-RDC-Opt-Package~31bf3856ad364e35~amd64~~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-RDC-Package~31bf3856ad364e35~amd64~en-US~10.0.19041.1 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-RDC-Package~31bf3856ad364e35~amd64~es-ES~10.0.19041.1 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-RDC-Package~31bf3856ad364e35~amd64~~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-RecDisc-SDP-Removable-Package~31bf3856ad364e35~amd64~~10.0.19041.5007 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-RecoveryDrive-Package~31bf3856ad364e35~amd64~~10.0.19041.4957 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-RegulatedPackages-Package~31bf3856ad364e35~amd64~en-US~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-RegulatedPackages-Package~31bf3856ad364e35~amd64~es-ES~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-RegulatedPackages-Package~31bf3856ad364e35~amd64~~10.0.19041.5007 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-RegulatedPackages-WOW64-Package~31bf3856ad364e35~amd64~en-US~10.0.19041.1 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-RegulatedPackages-WOW64-Package~31bf3856ad364e35~amd64~es-ES~10.0.19041.1 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-RegulatedPackages-WOW64-Package~31bf3856ad364e35~amd64~~10.0.19041.5007 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-RemoteAssistance-Package-Client~31bf3856ad364e35~amd64~en-US~10.0.19041.1 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-RemoteAssistance-Package-Client~31bf3856ad364e35~amd64~es-ES~10.0.19041.1 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-RemoteAssistance-Package-Client~31bf3856ad364e35~amd64~~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Remotefx-Clientvm-Rdvgwddmdx11-Package~31bf3856ad364e35~amd64~en-US~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Remotefx-Clientvm-Rdvgwddmdx11-Package~31bf3856ad364e35~amd64~es-ES~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-Remotefx-Clientvm-Rdvgwddmdx11-Package~31bf3856ad364e35~amd64~~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: microsoft-windows-RemoteFX-clientVM-RemoteFXWDDMDriver-WOW64-Package~31bf3856ad364e35~amd64~en-US~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: microsoft-windows-RemoteFX-clientVM-RemoteFXWDDMDriver-WOW64-Package~31bf3856ad364e35~amd64~es-ES~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: microsoft-windows-RemoteFX-clientVM-RemoteFXWDDMDriver-WOW64-Package~31bf3856ad364e35~amd64~~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-RemoteFX-Graphics-Virtualization-Host-Package~31bf3856ad364e35~amd64~en-US~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-RemoteFX-Graphics-Virtualization-Host-Package~31bf3856ad364e35~amd64~es-ES~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-RemoteFX-Graphics-Virtualization-Host-Package~31bf3856ad364e35~amd64~~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-RemoteFX-HyperV-Integration-Package~31bf3856ad364e35~amd64~en-US~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-RemoteFX-HyperV-Integration-Package~31bf3856ad364e35~amd64~es-ES~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-RemoteFX-HyperV-Integration-Package~31bf3856ad364e35~amd64~~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-RemoteFX-VM-Setup-merged-Package~31bf3856ad364e35~amd64~en-US~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-RemoteFX-VM-Setup-merged-Package~31bf3856ad364e35~amd64~es-ES~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-RemoteFX-VM-Setup-merged-Package~31bf3856ad364e35~amd64~~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-RemoteFX-VM-Setup-Package~31bf3856ad364e35~amd64~en-US~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-RemoteFX-VM-Setup-Package~31bf3856ad364e35~amd64~es-ES~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
/home/alejandro/ISTEA/EXAMEN2/Logs/CBS.log:2024-10-08 21:13:55, Info                  CBS    Cannot remove Package: Microsoft-Windows-RemoteFX-VM-Setup-Package~31bf3856ad364e35~amd64~~10.0.19041.3636 from package tracker, because it isn't there. [HRESULT = 0x80070490 - ERROR_NOT_FOUND]
